,City,Country,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(MPH),Date
307,Fjerritslev,DK,57.08,9.27,61.06,85,88,17.0,2018-09-10 16:07:37
308,Musoma,TZ,-1.5,33.81,78.8,65,20,11.41,2018-09-10 15:00:00
309,Saint-Philippe,CA,45.36,-73.48,57.7,62,1,8.05,2018-09-10 15:00:00
310,Actopan,MX,20.27,-98.94,65.74,68,0,3.36,2018-09-10 16:07:38
311,Ignalina,LT,55.34,26.16,72.49,58,0,5.93,2018-09-10 16:07:38
312,Yenagoa,NG,4.92,6.26,77.8,90,80,6.93,2018-09-10 16:04:38
313,Hofn,IS,64.25,-15.21,51.8,87,90,6.93,2018-09-10 15:00:00
314,Magdagachi,RU,53.45,125.8,43.96,79,56,3.91,2018-09-10 16:07:39
315,Boda,BD,26.2,88.56,74.38,98,92,4.92,2018-09-10 16:07:39
316,Nhamunda,BR,-2.19,-56.71,87.97,69,0,3.13,2018-09-10 16:07:40
317,Iwaki,JP,37.05,140.89,66.19,100,88,12.64,2018-09-10 16:07:40
318,Barkhan,PK,29.9,69.52,82.93,37,0,5.82,2018-09-10 16:07:40
319,Praia da Vitoria,PT,38.73,-27.07,80.6,83,20,5.03,2018-09-10 15:00:00
320,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,39.2,93,32,7.16,2018-09-10 15:00:00
321,Maceio,BR,-9.67,-35.74,78.8,69,40,13.87,2018-09-10 16:00:00
322,San Patricio,PY,-26.98,-56.83,78.52,63,0,3.91,2018-09-10 16:07:41
323,Baykit,RU,61.68,96.39,48.64,81,32,7.38,2018-09-10 16:04:57
324,Yertarskiy,RU,56.79,64.3,43.33,60,0,6.49,2018-09-10 16:07:42
325,Hangu,PK,33.53,71.06,87.8,70,20,9.17,2018-09-10 15:00:00
326,Nishihara,JP,35.74,139.53,69.39,94,75,6.93,2018-09-10 15:13:00
327,Sept-Iles,CA,50.2,-66.38,50.0,71,75,8.05,2018-09-10 15:00:00
328,Bilma,NE,18.69,12.92,103.09,16,0,11.41,2018-09-10 16:07:43
329,Thunder Bay,CA,48.41,-89.26,62.6,72,75,11.41,2018-09-10 15:00:00
330,Beloye,RU,54.58,42.45,71.23,41,88,5.03,2018-09-10 16:07:43
331,Saint-Raphael,HT,19.43,-72.2,82.4,74,40,9.17,2018-09-10 15:00:00
332,Victoria,BN,5.28,115.24,77.92,94,75,1.12,2018-09-10 15:30:00
333,Kibondo,TZ,-3.59,30.72,80.68,47,80,2.13,2018-09-10 16:07:44
334,Jian,IN,25.65,87.89,77.35,99,92,6.93,2018-09-10 15:59:34
335,Morant Bay,JM,17.88,-76.41,87.8,70,20,6.93,2018-09-10 15:00:00
336,Mana,RS,43.52,20.24,71.33,38,20,6.93,2018-09-10 15:30:00
337,Bijar,IR,35.87,47.6,72.85,23,0,9.4,2018-09-10 16:07:45
338,Cachoeiras de Macacu,BR,-22.46,-42.65,62.68,84,92,3.24,2018-09-10 16:07:45
339,San Carlos de Bariloche,AR,-41.13,-71.31,46.4,75,75,2.24,2018-09-10 15:00:00
340,Gebre Guracha,ET,9.8,38.4,64.3,67,80,0.89,2018-09-10 16:07:46
341,Columbus,US,32.46,-84.99,83.89,65,90,4.7,2018-09-10 15:35:00
342,Qinhuangdao,CN,39.94,119.59,54.76,91,56,2.13,2018-09-10 16:07:47
343,Sur,OM,22.57,59.53,84.01,88,0,2.68,2018-09-10 16:06:09
344,Salinopolis,BR,-0.61,-47.36,83.92,92,0,9.95,2018-09-10 16:07:47
345,Sazonovo,RU,54.2,39.81,74.29,31,100,6.49,2018-09-10 16:07:47
346,Mangrol,IN,25.33,76.51,76.27,93,68,9.95,2018-09-10 16:07:48
347,Saskylakh,RU,71.97,114.09,26.5,77,0,5.14,2018-09-10 15:35:41
348,Waipawa,NZ,-39.94,176.59,34.51,77,56,5.14,2018-09-10 16:04:38
349,Loreto,PY,-23.27,-57.32,89.23,47,0,5.7,2018-09-10 16:02:58
350,Rocha,UY,-34.48,-54.34,61.78,67,76,11.41,2018-09-10 16:05:05
351,Mount Isa,AU,-20.73,139.49,60.8,21,0,4.7,2018-09-10 15:00:00
352,Camacha,PT,33.08,-16.33,76.23,64,40,19.46,2018-09-10 15:30:00
353,Lisala,CD,2.15,21.52,75.64,94,44,4.7,2018-09-10 16:07:49
354,Avera,US,33.19,-82.53,88.03,56,75,5.82,2018-09-10 15:35:00
355,Qaqortoq,GL,60.72,-46.03,44.6,70,20,9.17,2018-09-10 15:50:00
356,Jackson,US,35.61,-88.82,66.94,72,90,8.05,2018-09-10 15:56:00
357,Roald,NO,62.58,6.12,60.82,55,75,9.17,2018-09-10 15:50:00
358,Sirnak,TR,37.52,42.46,72.04,27,64,3.02,2018-09-10 16:07:50
359,Launceston,AU,-41.43,147.14,42.8,100,20,1.12,2018-09-10 15:30:00
360,Mosquera,CO,4.71,-74.23,64.4,45,20,9.17,2018-09-10 15:00:00
361,Svetlogorsk,RU,53.14,59.15,42.8,93,40,2.24,2018-09-10 15:30:00
362,Castro,CL,-42.48,-73.76,49.63,82,88,3.69,2018-09-10 15:35:26
363,Abonnema,NG,4.71,6.79,76.45,95,92,4.81,2018-09-10 16:07:52
364,Charyshskoye,RU,51.4,83.56,56.02,66,80,11.41,2018-09-10 16:07:52
365,Kyaikkami,MM,16.08,97.57,76.18,95,68,3.02,2018-09-10 16:07:53
366,Kirakira,SB,-10.46,161.92,77.98,100,92,16.44,2018-09-10 16:01:38
367,Vestmanna,FO,62.16,-7.17,51.8,93,80,8.05,2018-09-10 15:20:00
368,Fukue,JP,35.03,136.69,73.4,78,20,16.11,2018-09-10 15:30:00
369,Kushima,JP,31.5,131.29,73.93,100,20,11.18,2018-09-10 16:07:53
370,Snasa,NO,64.25,12.38,59.0,82,75,8.05,2018-09-10 15:20:00
371,Tigil,RU,57.8,158.67,42.88,90,20,7.16,2018-09-10 16:07:54
372,Port Hardy,CA,50.7,-127.42,55.4,93,90,8.05,2018-09-10 15:00:00
373,Pareora,NZ,-44.49,171.21,37.48,100,12,3.36,2018-09-10 16:07:55
374,Beberibe,BR,-4.18,-38.13,89.6,49,0,21.92,2018-09-10 15:19:00
375,Iberia,PE,-11.41,-69.49,88.06,64,0,3.02,2018-09-10 16:05:57
376,Vostok,RU,46.45,135.83,30.37,79,0,1.79,2018-09-10 15:51:33
377,Pabrade,LT,55.0,25.78,69.8,52,20,3.36,2018-09-10 15:50:00
378,Ulladulla,AU,-35.36,150.48,55.4,93,90,7.38,2018-09-10 15:30:00
379,Shache,CN,38.42,77.24,67.63,52,0,5.03,2018-09-10 16:04:49
380,Amot,NO,59.57,7.99,62.6,55,40,8.05,2018-09-10 15:50:00
381,Inhambane,MZ,-23.87,35.38,73.4,43,40,13.87,2018-09-10 15:00:00
382,Katghora,IN,22.51,82.55,70.96,98,92,2.57,2018-09-10 16:07:57
383,Saint George,GR,39.45,22.34,84.2,32,20,6.93,2018-09-10 15:20:00
384,Sidlaghatta,IN,13.39,77.86,75.79,100,40,1.12,2018-09-10 16:00:00
385,Husavik,CA,50.56,-96.99,63.04,70,0,11.86,2018-09-10 15:50:40
386,Marrakesh,MA,31.63,-7.99,87.8,33,0,3.36,2018-09-10 15:30:00
387,Vestmannaeyjar,IS,63.44,-20.27,50.0,81,20,11.41,2018-09-10 16:00:00
388,Mapiripan,CO,2.89,-72.13,83.65,76,24,4.36,2018-09-10 16:07:58
389,Fort Thomas,US,39.08,-84.45,61.07,86,90,6.93,2018-09-10 15:55:00
390,Mus,FR,43.74,4.2,87.13,54,90,13.87,2018-09-10 16:00:00
391,Margate,AU,-43.03,147.26,48.2,81,20,9.17,2018-09-10 15:00:00
392,Rundu,NA,-17.91,19.77,81.04,13,0,7.94,2018-09-10 16:07:59
393,Kamina,CD,-8.74,25.0,81.58,58,32,5.26,2018-09-10 16:08:00
394,Marsa Matruh,EG,31.35,27.25,84.2,58,0,13.87,2018-09-10 15:00:00
395,Lebowakgomo,ZA,-24.3,29.54,68.0,24,0,4.7,2018-09-10 15:00:00
396,Padra,IN,22.24,73.09,80.59,71,36,11.18,2018-09-10 16:08:00
397,Newcastle,ZA,-27.76,29.92,64.57,19,0,1.34,2018-09-10 16:04:46
398,Shingu,JP,33.72,135.99,74.56,100,8,6.38,2018-09-10 16:08:01
399,Fairbanks,US,64.84,-147.72,31.63,77,0,2.8,2018-09-10 16:03:41
400,Sorong,ID,-0.86,131.25,79.69,100,80,16.55,2018-09-10 16:08:02
401,Oranjemund,ZA,-28.55,16.43,59.44,89,0,9.4,2018-09-10 16:08:02
402,Codajas,BR,-3.84,-62.06,81.58,86,80,3.58,2018-09-10 16:07:08
403,Vigeland,NO,58.46,8.52,59.0,82,40,12.75,2018-09-10 15:50:00
404,Pingdingshan,CN,33.74,113.3,65.56,76,0,6.93,2018-09-10 16:08:03
405,El Dorado,VE,6.71,-61.64,80.05,85,36,2.68,2018-09-10 16:08:04
406,Hami,CN,42.84,93.51,62.23,19,0,8.05,2018-09-10 16:08:04
407,Puerto Cabezas,NI,14.04,-83.39,84.2,83,40,4.59,2018-09-10 15:00:00
408,Am Timan,TD,11.04,20.28,86.35,67,24,4.59,2018-09-10 16:08:05
409,Havoysund,NO,71.0,24.66,63.48,63,0,19.46,2018-09-10 15:50:00
410,Sao Filipe,CV,14.9,-24.5,78.52,97,64,19.35,2018-09-10 16:03:39
411,Rochefort,FR,45.94,-0.97,76.37,60,0,9.17,2018-09-10 16:00:00
412,Bani Walid,LY,31.76,14.0,100.12,20,0,7.27,2018-09-10 16:08:06
413,Kroya,ID,-6.5,108.06,78.34,63,0,8.28,2018-09-10 16:08:07
414,Lloydminster,CA,53.28,-110.01,42.8,100,90,10.29,2018-09-10 15:00:00
415,Saint-Pierre,FR,48.95,4.24,79.79,31,0,10.29,2018-09-10 15:30:00
416,Gillette,US,44.29,-105.5,66.92,47,1,3.36,2018-09-10 14:53:00
417,Wai,IN,17.95,73.89,68.44,100,68,2.57,2018-09-10 16:08:08
418,Shimoda,JP,34.7,138.93,76.63,100,92,13.65,2018-09-10 16:08:08
419,Banda Aceh,ID,5.56,95.32,76.81,87,64,2.46,2018-09-10 15:59:38
420,Aksarka,RU,66.56,67.8,37.48,80,48,8.61,2018-09-10 16:08:09
421,Ranapur,IN,22.65,74.53,75.91,83,36,5.59,2018-09-10 16:08:09
422,Gizo,IL,31.8,34.94,84.2,54,20,9.17,2018-09-10 15:20:00
423,Agadez,NE,16.97,7.99,91.4,49,40,9.17,2018-09-10 15:00:00
424,Flinders,AU,-34.58,150.85,55.4,93,90,3.36,2018-09-10 15:30:00
425,Scottsbluff,US,41.87,-103.67,61.18,60,1,3.36,2018-09-10 15:53:00
426,Charters Towers,AU,-20.07,146.27,60.79,69,0,6.93,2018-09-10 16:08:10
427,Teya,MX,21.05,-89.07,82.4,78,40,11.41,2018-09-10 14:48:00
428,Vao,EE,59.1,26.19,66.64,67,24,8.84,2018-09-10 16:01:24
429,Katsuura,JP,33.93,134.5,69.88,96,92,8.39,2018-09-10 15:51:08
430,Ulaanbaatar,MN,47.92,106.92,48.2,81,40,4.47,2018-09-10 16:00:00
431,Zabaykalsk,CN,49.64,117.33,63.58,44,68,12.08,2018-09-10 16:08:11
432,Karwar,IN,14.8,74.13,72.58,88,44,2.35,2018-09-10 16:08:12
433,Ilulissat,GL,69.22,-51.1,35.6,93,75,4.7,2018-09-10 14:50:00
434,Savelugu,GH,9.63,-0.83,82.66,81,92,4.59,2018-09-10 16:08:12
435,Warren,US,42.48,-83.03,59.76,82,90,10.29,2018-09-10 15:50:00
436,Truckee,US,39.33,-120.18,52.14,6,1,2.13,2018-09-10 15:55:00
437,Aasiaat,GL,68.71,-52.87,36.31,100,80,2.35,2018-09-10 16:08:13
438,Prince Rupert,CA,54.32,-130.32,53.6,93,90,2.24,2018-09-10 15:32:00
439,Beyneu,KZ,45.32,55.19,76.36,24,8,11.41,2018-09-10 16:08:14
440,Aswan,EG,24.09,32.9,99.13,22,0,12.53,2018-09-10 15:51:34
441,Port Blair,IN,11.67,92.75,82.21,100,20,9.17,2018-09-10 16:04:00
442,Waddan,LY,29.16,16.14,101.29,17,0,7.94,2018-09-10 16:08:15
443,Whitianga,NZ,-36.83,175.7,56.2,100,92,17.45,2018-09-10 16:01:25
444,Kizema,RU,61.11,44.83,52.87,84,0,3.24,2018-09-10 16:08:15
445,Tessalit,ML,20.2,1.01,97.24,34,20,9.95,2018-09-10 16:04:45
446,Terrace Bay,CA,48.78,-87.1,57.2,76,75,12.75,2018-09-10 15:00:00
447,Cidreira,BR,-30.17,-50.22,66.46,82,44,17.0,2018-09-10 16:08:16
448,Hohhot,CN,40.81,111.65,55.4,93,40,2.24,2018-09-10 15:00:00
449,Nioro,GM,13.79,-15.05,75.19,100,92,8.95,2018-09-10 16:04:58
450,Bilopillya,UA,51.15,34.31,65.92,89,68,10.63,2018-09-10 16:08:17
451,The Valley,AI,18.22,-63.06,86.23,74,40,3.36,2018-09-10 15:00:00
452,Kafr Sawm,JO,32.68,35.8,81.76,38,0,8.61,2018-09-10 16:08:18
453,Anadyr,RU,64.73,177.51,60.8,72,0,11.18,2018-09-10 15:00:00
454,Kavieng,PG,-2.57,150.8,80.23,100,36,2.68,2018-09-10 15:35:53
455,Smirnykh,RU,49.74,142.83,35.14,76,0,2.68,2018-09-10 16:08:18
456,College,US,64.86,-147.8,31.63,77,0,2.8,2018-09-10 16:06:29
457,Swellendam,ZA,-34.02,20.44,66.2,63,0,10.29,2018-09-10 15:00:00
458,Teknaf,BD,20.86,92.31,78.25,89,36,2.01,2018-09-10 16:07:22
459,Tautira,PF,-17.73,-149.15,71.6,78,0,3.36,2018-09-10 15:30:00
460,Panama City,US,30.16,-85.65,84.22,69,40,6.93,2018-09-10 14:56:00
461,Port Hawkesbury,CA,45.62,-61.36,60.8,44,1,3.36,2018-09-10 15:00:00
462,Najran,SA,17.54,44.22,91.4,13,40,6.93,2018-09-10 15:00:00
463,Homer,US,59.64,-151.54,42.28,82,1,2.8,2018-09-10 14:53:00
464,Ngaoundere,CM,7.32,13.58,69.8,88,40,6.93,2018-09-10 15:00:00
465,Auki,NG,12.18,6.51,72.31,100,92,1.57,2018-09-10 16:03:30
466,Hovd,NO,63.83,10.7,57.2,82,75,8.05,2018-09-10 15:20:00
467,Nova Olinda do Norte,BR,-3.89,-59.1,84.01,82,8,2.8,2018-09-10 16:08:23
468,Hwange,ZW,-18.35,26.5,82.21,15,0,6.15,2018-09-10 16:08:23
469,Coihaique,CL,-45.58,-72.07,45.23,70,20,4.7,2018-09-10 15:00:00
470,Tuy Hoa,VN,13.08,109.3,76.72,100,48,4.7,2018-09-10 16:03:12
471,Lalmohan,BD,22.34,90.74,83.56,82,0,12.75,2018-09-10 16:08:24
472,Nizip,TR,37.01,37.79,82.4,32,40,6.93,2018-09-10 15:20:00
473,Pizarro,CO,4.95,-77.37,80.14,97,68,3.13,2018-09-10 16:04:20
474,Jiana,RO,44.4,22.71,75.28,51,0,11.74,2018-09-10 16:08:25
475,Poya,NC,-21.35,165.16,67.27,100,100,9.4,2018-09-10 16:08:25
476,Parabel,RU,58.71,81.5,41.44,82,68,10.96,2018-09-10 16:04:59
477,Ron,IN,15.7,75.73,78.25,57,36,10.18,2018-09-10 16:08:25
478,Enshi,CN,30.29,109.48,59.44,78,64,2.35,2018-09-10 16:08:26
479,Kruisfontein,ZA,-34.0,24.73,67.54,75,0,4.92,2018-09-10 15:59:32
480,Bonthe,SL,7.53,-12.5,76.36,99,92,4.92,2018-09-10 16:02:30
481,Stromness,CA,42.87,-79.55,55.72,80,90,21.59,2018-09-10 15:54:00
482,Cap Malheureux,MU,-19.98,57.61,71.6,73,40,11.41,2018-09-10 15:00:00
483,Vaitape,PF,-16.52,-151.75,76.81,100,0,11.63,2018-09-10 16:07:10
484,Codrington,AU,-28.95,153.24,50.44,91,0,4.14,2018-09-10 16:01:34
485,Nehe,CN,48.48,124.88,56.38,67,24,14.76,2018-09-10 16:08:27
486,Wyszkow,PL,52.59,21.46,73.4,40,0,5.82,2018-09-10 16:00:00
487,Fortuna,ES,38.18,-1.13,82.44,58,20,24.16,2018-09-10 15:30:00
488,Sao Felix do Xingu,BR,-6.64,-51.99,85.81,69,0,2.68,2018-09-10 16:00:28
489,Belmonte,PT,40.36,-7.35,82.48,42,0,4.7,2018-09-10 16:08:28
490,Ajdabiya,LY,30.75,20.22,90.49,41,0,15.77,2018-09-10 16:08:28
491,Mersing,MY,2.43,103.84,74.2,100,92,2.01,2018-09-10 16:08:29
492,Lake Havasu City,US,34.47,-114.34,92.41,26,1,14.99,2018-09-10 15:35:00
493,Yelabuga,RU,55.76,52.06,53.6,62,0,8.95,2018-09-10 15:30:00
494,Lae,PG,-6.72,146.98,66.91,100,48,1.12,2018-09-10 16:08:30
495,Rawson,AR,-43.3,-65.11,59.17,49,48,18.23,2018-09-10 16:01:12
496,Gidole,ET,5.65,37.37,76.63,61,56,2.46,2018-09-10 16:08:30
497,Wanaka,NZ,-44.7,169.14,32.17,94,44,2.68,2018-09-10 16:08:31
498,Dryden,CA,49.79,-92.84,59.0,93,90,13.87,2018-09-10 15:00:00
499,Yeppoon,AU,-23.13,150.74,60.8,67,40,6.93,2018-09-10 15:00:00
500,Ambilobe,MG,-13.19,49.05,82.57,44,0,12.41,2018-09-10 16:08:31
501,Taoudenni,ML,22.68,-3.98,105.88,18,36,11.52,2018-09-10 16:08:32
502,Remanso,BR,-9.62,-42.08,83.56,65,0,12.08,2018-09-10 16:07:22
503,Puerto Ayacucho,CO,5.66,-67.63,83.92,82,12,2.91,2018-09-10 16:08:32
504,Mulege,MX,26.88,-111.98,75.82,83,0,3.8,2018-09-10 16:08:32
505,Banjar,ID,-7.37,108.54,72.04,83,48,4.47,2018-09-10 16:08:33
506,Pahrump,US,36.21,-115.98,74.35,17,1,1.68,2018-09-10 15:53:00
507,Dwarka,IN,28.58,77.04,84.2,79,40,4.7,2018-09-10 15:00:00
508,Kuroiso,JP,36.97,140.05,59.44,100,100,2.01,2018-09-10 16:08:33
509,Baft,IR,29.23,56.61,67.81,23,24,2.24,2018-09-10 16:08:34
510,Deputatskiy,RU,69.3,139.9,35.41,97,92,11.07,2018-09-10 15:51:06
511,Kovdor,RU,67.56,30.47,60.7,67,0,4.25,2018-09-10 16:08:34
512,Honningsvag,NO,70.98,25.97,65.71,63,0,19.46,2018-09-10 15:50:00
513,Yaan,NG,7.38,8.57,80.32,91,92,5.03,2018-09-10 16:08:35
514,Halol,IN,22.51,73.47,80.86,76,64,9.51,2018-09-10 16:08:35
515,Kudat,MY,6.89,116.84,77.0,88,75,2.24,2018-09-10 15:00:00
516,Los Llanos de Aridane,ES,28.66,-17.92,78.8,65,20,17.22,2018-09-10 15:30:00
517,Longyan,CN,25.1,117.03,62.41,90,44,1.79,2018-09-10 16:08:36
518,Ossora,RU,59.24,163.07,43.51,100,56,3.36,2018-09-10 16:04:40
519,Saint-Francois,FR,46.42,3.91,86.0,30,0,3.36,2018-09-10 15:30:00
520,Meulaboh,ID,4.14,96.13,79.24,100,64,3.13,2018-09-10 16:04:59
521,Hammerfest,NO,70.66,23.68,62.6,67,0,31.09,2018-09-10 15:50:00
522,Grindavik,IS,63.84,-22.43,50.72,66,75,5.82,2018-09-10 15:30:00
523,Lurgan,GB,54.46,-6.33,54.54,93,75,12.75,2018-09-10 15:50:00
524,The Pas,CA,53.82,-101.24,46.4,93,90,12.75,2018-09-10 15:00:00
525,Tuatapere,NZ,-46.13,167.69,42.43,100,56,8.39,2018-09-10 16:03:15
526,Sibolga,ID,1.74,98.78,70.06,100,88,1.45,2018-09-10 16:08:38
527,Barreirinhas,BR,-2.75,-42.83,95.89,44,0,9.95,2018-09-10 16:08:38
528,Bambous Virieux,MU,-20.34,57.76,71.6,73,40,11.41,2018-09-10 15:00:00
529,Iqaluit,CA,63.75,-68.52,39.2,93,90,5.82,2018-09-10 15:25:00
530,Shelopugino,RU,51.65,117.56,55.66,61,92,4.92,2018-09-10 16:08:39
531,Barranca,PE,-10.75,-77.76,60.43,100,64,5.37,2018-09-10 16:08:39
532,Tarauaca,BR,-8.16,-70.77,90.94,59,0,3.8,2018-09-10 16:08:39
533,Jijiga,ET,9.35,42.8,70.78,63,64,1.12,2018-09-10 16:08:39
534,Kahului,US,20.89,-156.47,69.98,93,1,4.7,2018-09-10 14:56:00
535,Buchanan,LR,5.88,-10.05,78.8,94,75,6.93,2018-09-10 15:30:00
536,Lykhivka,UA,48.69,33.92,71.86,68,88,8.72,2018-09-10 16:08:40
537,Kota Belud,MY,6.35,116.43,75.2,94,75,5.82,2018-09-10 15:30:00
538,Eyl,SO,7.98,49.82,83.2,60,8,22.03,2018-09-10 16:08:41
539,Comodoro Rivadavia,AR,-45.87,-67.48,62.6,33,0,13.87,2018-09-10 15:00:00
540,Tabory,PL,53.89,19.53,71.68,60,20,4.47,2018-09-10 16:08:41
541,Marzuq,YE,14.4,46.47,85.9,18,88,2.57,2018-09-10 16:06:55
542,Ryotsu,JP,38.08,138.43,70.33,100,36,10.29,2018-09-10 16:03:57
543,Ekibastuz,KZ,51.72,75.32,50.26,65,80,12.3,2018-09-10 16:05:28
544,Berdigestyakh,RU,62.1,126.7,37.75,66,92,7.94,2018-09-10 16:08:42
545,Mugur-Aksy,RU,50.38,90.44,23.89,77,0,1.79,2018-09-10 16:08:43
546,Korcula,HR,42.96,17.14,87.8,22,20,13.87,2018-09-10 15:00:00
547,Kerman,IR,30.29,57.06,86.0,5,0,13.87,2018-09-10 15:00:00
548,Kumluca,TR,36.37,30.29,67.09,58,36,1.79,2018-09-10 16:08:43
549,Ayotzintepec,MX,17.67,-96.13,75.28,75,0,1.34,2018-09-10 16:08:44
550,Yinchuan,CN,38.48,106.21,55.03,73,48,3.36,2018-09-10 16:08:44
551,Mamallapuram,IN,12.63,80.17,86.0,62,40,9.17,2018-09-10 16:00:00
552,Doha,QA,25.29,51.53,95.0,67,0,8.05,2018-09-10 15:00:00
553,Requena,ES,39.49,-1.1,80.6,61,20,11.41,2018-09-10 16:00:00
554,Faya,SA,18.39,42.45,82.4,14,40,18.34,2018-09-10 15:00:00
555,Henties Bay,NA,-22.12,14.28,63.76,71,0,6.82,2018-09-10 16:04:36
556,Belle Glade,US,26.68,-80.67,85.62,66,75,3.36,2018-09-10 15:35:00
557,Stephenville,US,32.22,-98.2,69.13,80,90,5.14,2018-09-10 15:15:00
558,Canutama,BR,-6.53,-64.38,83.83,80,56,3.36,2018-09-10 16:08:46
559,Huanuco,PE,-9.93,-76.24,49.0,82,76,2.13,2018-09-10 16:08:46
560,Honiara,SB,-9.43,159.96,73.4,100,40,3.36,2018-09-10 15:00:00
561,La Asuncion,EC,-1.64,-78.74,55.69,81,75,4.7,2018-09-10 15:00:00
562,Constitucion,MX,23.99,-104.67,62.6,88,90,4.25,2018-09-10 14:48:00
